================ Training Loss (Tue Mar 12 10:52:44 2019) ================
(epoch: 1, iters: 100, time: 0.600, data: 0.136) D_A: 0.535 G_A: 0.524 cycle_A: 2.934 idt_A: 0.857 D_B: 0.271 G_B: 0.389 cycle_B: 1.862 idt_B: 1.145 
(epoch: 1, iters: 200, time: 0.596, data: 0.002) D_A: 0.272 G_A: 0.330 cycle_A: 2.369 idt_A: 1.285 D_B: 0.450 G_B: 0.606 cycle_B: 3.069 idt_B: 1.030 
(epoch: 1, iters: 300, time: 0.599, data: 0.001) D_A: 0.236 G_A: 0.320 cycle_A: 3.048 idt_A: 1.138 D_B: 0.202 G_B: 0.378 cycle_B: 2.562 idt_B: 1.263 
(epoch: 2, iters: 85, time: 0.864, data: 0.001) D_A: 0.361 G_A: 0.297 cycle_A: 4.183 idt_A: 0.894 D_B: 0.268 G_B: 0.389 cycle_B: 1.991 idt_B: 2.085 
(epoch: 2, iters: 185, time: 0.600, data: 0.001) D_A: 0.341 G_A: 0.421 cycle_A: 2.690 idt_A: 0.899 D_B: 0.136 G_B: 0.257 cycle_B: 1.918 idt_B: 1.051 
(epoch: 2, iters: 285, time: 0.597, data: 0.001) D_A: 0.326 G_A: 0.284 cycle_A: 2.340 idt_A: 0.779 D_B: 0.340 G_B: 0.465 cycle_B: 1.741 idt_B: 1.124 
(epoch: 3, iters: 70, time: 0.599, data: 0.001) D_A: 0.252 G_A: 0.576 cycle_A: 1.788 idt_A: 1.150 D_B: 0.131 G_B: 0.595 cycle_B: 2.514 idt_B: 0.805 
(epoch: 3, iters: 170, time: 0.859, data: 0.001) D_A: 0.210 G_A: 0.461 cycle_A: 2.413 idt_A: 1.241 D_B: 0.316 G_B: 0.158 cycle_B: 3.515 idt_B: 1.068 
(epoch: 3, iters: 270, time: 0.599, data: 0.001) D_A: 0.288 G_A: 0.420 cycle_A: 1.496 idt_A: 0.634 D_B: 0.264 G_B: 0.272 cycle_B: 1.457 idt_B: 0.659 
(epoch: 4, iters: 55, time: 0.599, data: 0.001) D_A: 0.191 G_A: 0.281 cycle_A: 4.524 idt_A: 1.754 D_B: 0.057 G_B: 0.894 cycle_B: 3.884 idt_B: 1.399 
(epoch: 4, iters: 155, time: 0.598, data: 0.001) D_A: 0.220 G_A: 0.358 cycle_A: 1.682 idt_A: 0.650 D_B: 0.312 G_B: 0.660 cycle_B: 1.324 idt_B: 0.768 
(epoch: 4, iters: 255, time: 0.898, data: 0.002) D_A: 0.142 G_A: 0.230 cycle_A: 2.478 idt_A: 0.597 D_B: 0.346 G_B: 0.496 cycle_B: 1.353 idt_B: 1.142 
(epoch: 5, iters: 40, time: 0.600, data: 0.001) D_A: 0.220 G_A: 0.588 cycle_A: 2.474 idt_A: 0.793 D_B: 0.106 G_B: 0.466 cycle_B: 2.369 idt_B: 0.877 
